Date,Open,High,Low,Close,Adj Close,Volume
2011-01-03,62.630001,63.180000,62.529999,62.820000,45.110798,14894800
2011-01-04,63.130001,63.349998,62.750000,63.349998,45.491386,12346300
2011-01-05,63.410000,63.540001,62.950001,63.310001,45.462662,11837900
2011-01-06,63.430000,63.529999,62.900002,63.209999,45.390862,7606000
2011-01-07,63.200001,63.250000,62.560001,62.599998,44.952827,11084800
2011-01-10,62.290001,62.400002,62.000000,62.160000,44.636856,9775000
2011-01-11,62.220001,62.349998,62.000000,62.270000,44.715847,7372800
2011-01-12,62.450001,62.880001,62.320000,62.500000,44.881016,8312700
2011-01-13,62.560001,62.980000,62.349998,62.910000,45.175419,9489700
2011-01-14,62.950001,62.970001,62.250000,62.549999,44.916912,11274700
2011-01-18,62.220001,62.590000,62.009998,62.099998,44.593769,13944900
2011-01-19,62.049999,62.610001,62.009998,62.560001,44.924107,9596700
2011-01-20,62.730000,63.099998,62.540001,62.860001,45.139530,11518600
2011-01-21,63.250000,63.250000,62.459999,62.660000,44.995911,12932200
2011-01-24,62.560001,62.720001,62.160000,62.220001,44.679943,11373000
2011-01-25,60.889999,61.630001,60.709999,61.080002,43.861309,28056700
2011-01-26,61.180000,61.250000,60.599998,60.599998,43.516632,20262100
2011-01-27,60.639999,61.040001,60.599998,60.680000,43.574070,11219500
2011-01-28,60.910000,61.000000,60.000000,60.009998,43.092949,15298800
2011-01-31,60.160000,60.220001,59.689999,59.770000,42.920605,19056200
2011-02-01,59.700001,60.740002,59.700001,60.630001,43.538170,14780500
2011-02-02,60.459999,60.759998,60.279999,60.619999,43.530994,9994200
2011-02-03,60.660000,60.970001,60.590000,60.799999,43.660263,10078900
2011-02-04,60.939999,60.990002,60.650002,60.840000,43.688961,9725500
2011-02-07,60.880001,60.990002,60.650002,60.869999,43.710503,8217000
2011-02-08,60.939999,60.990002,60.750000,60.939999,43.760788,7867600
2011-02-09,60.930000,60.939999,60.639999,60.880001,43.717690,8541500
2011-02-10,60.639999,61.070000,60.419998,60.930000,43.753605,8627500
2011-02-11,60.740002,61.169998,60.509998,60.700001,43.588448,9630800
